order,product,seller,customer,city,state,category,price,shipping,payment,purchased,delivered,estimated_delivery,rating
11662,6,12,11662,sao paulo,SP,technology,836.99,61.32,other,2017-03-10 21:04:58,2017-03-17 04:55:53,2017-03-29 12:00:00,4.5
11663,4,5,11663,unknown,RS,fashion,161.0,6.15,other,2018-05-03 22:49:50,2018-05-18 22:24:27,2018-06-01 12:00:00,3.0
11664,6,10,11664,sao paulo,SP,technology,145.9,72.67,credit card,2017-08-07 09:32:28,2017-08-09 18:13:38,2017-08-18 12:00:00,3.5
11665,13,0,11665,unknown,MG,health,68.2,47.55,other,2017-06-16 21:48:41,2017-06-28 14:16:37,2017-07-18 12:00:00,1.0
11666,3,22,11666,sao paulo,SP,toys,161.0,61.32,credit card,2017-09-09 22:29:01,2017-09-13 18:32:45,2017-09-21 12:00:00,3.0
11667,6,3,11667,juiz de fora,MG,fashion,95.03,6.38,credit card,2017-05-28 01:17:58,2017-06-08 17:40:05,2017-06-29 12:00:00,4.5
11668,12,22,11668,sao paulo,SP,toys,329.22,34.33,other,2018-03-26 18:32:02,2018-03-28 19:37:27,2018-04-06 12:00:00,2.5
11669,3,17,11669,niteroi,RJ,toys,849.0,12.69,credit card,2018-07-14 13:46:20,2018-07-21 12:58:47,2018-08-03 12:00:00,5.0
11670,13,11,11670,unknown,SP,health,399.2,8.82,credit card,2017-10-19 17:40:51,2017-10-23 20:32:41,2017-11-29 12:00:00,2.0
11671,6,13,11671,niteroi,RJ,sports,509.99,47.55,credit card,2017-10-16 18:18:21,2017-10-25 18:26:11,2017-11-06 12:00:00,5.0
11672,17,0,11672,sao paulo,SP,toys,206.57,52.75,credit card,2018-05-21 17:11:25,2018-05-28 19:17:29,2018-06-01 12:00:00,2.0
11673,1,21,11673,sao paulo,SP,health,820.0,34.33,credit card,2018-04-03 20:38:15,2018-04-05 19:10:52,2018-04-16 12:00:00,3.5
11674,5,8,11674,unknown,SP,technology,558.9,18.46,credit card,2018-03-26 15:02:49,2018-04-16 21:38:49,2018-04-23 12:00:00,2.0
11675,15,10,11675,nova iguacu,RJ,sports,294.9,6.87,credit card,2018-06-05 19:00:39,2018-06-08 17:36:49,2018-07-19 12:00:00,5.0
11676,3,22,11676,niteroi,RJ,technology,399.94,68.45,credit card,2017-09-26 17:41:21,2017-10-02 22:38:08,2017-10-24 12:00:00,5.0
11677,12,17,11677,unknown,SP,health,327.0,53.36,other,2017-01-31 14:38:41,2017-02-14 14:08:16,2017-03-09 12:00:00,2.0
11678,6,0,11678,rio de janeiro,RJ,fashion,109.82,25.87,other,2018-03-19 23:27:29,2018-05-17 19:44:27,2018-04-19 12:00:00,1.0
11679,15,21,11679,rio de janeiro,RJ,sports,194.0,3.51,credit card,2018-08-25 14:05:07,2018-08-29 11:44:40,2018-09-11 12:00:00,5.0
11680,0,0,11680,guarulhos,SP,health,74.89,51.96,credit card,2017-11-09 16:05:47,2017-11-26 17:17:05,2017-12-05 12:00:00,2.5
11681,15,12,11681,belo horizonte,MG,sports,254.97,51.45,credit card,2017-07-02 19:39:13,2017-07-10 19:32:22,2017-07-25 12:00:00,2.0
11682,6,0,11682,santo andre,SP,fashion,2899.0,32.34,credit card,2017-11-15 22:46:07,2017-11-25 00:42:48,2017-11-29 12:00:00,5.0
11683,5,3,11683,belo horizonte,MG,technology,167.0,7.01,credit card,2018-06-23 18:19:04,2018-06-27 15:58:44,2018-07-16 12:00:00,4.0
11684,10,21,11684,sao paulo,SP,fashion,53.84,25.29,other,2018-07-30 17:46:57,2018-08-07 00:32:21,2018-08-02 12:00:00,1.0
11685,13,24,11685,unknown,SP,technology,234.8,58.92,credit card,2018-01-18 15:56:03,2018-02-08 02:13:30,2018-02-21 12:00:00,3.0
11686,14,20,11686,rio de janeiro,RJ,fashion,170.7,20.9,credit card,2017-05-31 10:53:03,2017-06-08 15:21:48,2017-06-23 12:00:00,5.0
11687,9,16,11687,guarulhos,SP,fashion,71.8,29.34,credit card,2018-02-11 15:36:19,2018-02-23 22:21:35,2018-03-23 12:00:00,2.5
11688,1,5,11688,unknown,SP,fashion,89.1,24.81,credit card,2017-11-27 08:51:00,2017-12-07 01:06:05,2017-12-15 12:00:00,3.0
11689,9,20,11689,unknown,RS,sports,98.33,56.68,credit card,2018-06-01 20:30:35,2018-06-15 22:05:10,2018-07-23 12:00:00,2.0
11690,14,21,11690,unknown,SP,fashion,184.9,44.58,other,2018-03-01 18:07:51,2018-04-04 11:28:38,2018-03-20 12:00:00,1.0
11691,9,13,11691,unknown,SP,technology,114.62,54.99,credit card,2018-04-21 22:29:49,2018-04-25 11:42:41,2018-05-10 12:00:00,3.0
11692,1,8,11692,rio de janeiro,RJ,fashion,0.85,54.33,credit card,2017-11-15 15:32:12,2017-11-28 19:02:27,2017-12-08 12:00:00,1.0
11693,4,13,11693,londrina,PR,fashion,7.09,40.27,credit card,2018-03-01 14:27:17,2018-03-15 18:54:44,2018-03-21 12:00:00,1.0
11694,6,10,11694,unknown,RS,technology,403.9,148.24,credit card,2018-04-19 20:52:31,2018-04-27 16:46:50,2018-05-10 12:00:00,4.5
11695,3,9,11695,unknown,RJ,fashion,42.89,63.1,credit card,2018-04-30 18:55:16,2018-05-22 20:03:04,2018-05-28 12:00:00,1.0
11696,10,10,11696,sao paulo,SP,fashion,40.8,23.96,credit card,2017-07-11 23:37:59,2017-07-25 22:19:54,2017-07-28 12:00:00,1.0
11697,9,17,11697,curitiba,PR,fashion,359.6,62.33,other,2018-03-26 14:19:32,2018-03-29 22:13:05,2018-04-13 12:00:00,2.5
11698,1,10,11698,porto alegre,RS,technology,145.99,70.34,credit card,2017-04-04 15:17:28,2017-04-12 13:04:09,2017-05-16 12:00:00,5.0
11699,2,21,11699,belo horizonte,MG,technology,190.23,12.28,credit card,2018-06-14 18:53:42,2018-06-20 17:41:17,2018-07-04 12:00:00,4.5
11700,4,3,11700,porto alegre,RS,health,299.99,21.88,credit card,2017-11-01 22:38:38,2017-11-21 18:02:24,2017-11-29 12:00:00,5.0
11701,6,11,11701,rio de janeiro,RJ,health,222.98,14.86,credit card,2017-12-29 10:15:25,2018-01-08 15:26:47,2018-02-01 12:00:00,5.0
11702,1,15,11702,unknown,MG,sports,2130.0,16.59,other,2017-07-30 10:24:39,2017-08-09 16:40:15,2017-08-22 12:00:00,2.0
11703,3,20,11703,sao paulo,SP,technology,77.07,14.13,credit card,2017-10-05 18:23:52,2017-10-18 12:32:56,2017-10-23 12:00:00,4.5
11704,5,20,11704,sao paulo,SP,technology,109.82,20.9,other,2017-12-30 18:04:46,2018-01-08 19:24:22,2018-01-26 12:00:00,2.0
11705,14,23,11705,sao paulo,SP,fashion,53.99,29.31,credit card,2018-04-07 17:52:04,2018-04-10 21:19:16,2018-04-19 12:00:00,1.0
11706,1,19,11706,unknown,SP,fashion,48.4,69.37,credit card,2017-09-22 11:07:49,2017-10-09 19:48:23,2017-10-18 12:00:00,1.0
11707,6,19,11707,unknown,SP,fashion,56.89,237.84,credit card,2017-08-31 18:00:12,2017-09-06 18:39:53,2017-09-19 12:00:00,1.0
11708,0,7,11708,cascavel,PR,fashion,74.48,57.99,credit card,2018-04-21 13:32:20,2018-04-25 22:03:27,2018-05-10 12:00:00,1.0
11709,0,10,11709,unknown,SP,fashion,142.2,47.55,other,2017-06-08 13:31:59,2017-06-22 16:53:45,2017-07-03 12:00:00,1.0
11710,0,9,11710,unknown,SP,toys,231.27,39.12,other,2018-01-11 22:44:31,2018-01-17 22:28:38,2018-01-30 12:00:00,1.0
11711,6,3,11711,unknown,SP,technology,70.23,32.34,other,2017-11-29 23:56:39,2017-12-04 18:23:25,2017-12-15 12:00:00,1.0
11712,14,19,11712,unknown,SP,fashion,167.0,50.28,other,2018-04-11 10:47:43,2018-04-20 16:11:55,2018-04-27 12:00:00,1.5
11713,1,22,11713,sao paulo,SP,sports,1094.04,37.42,credit card,2018-02-17 09:35:29,2018-02-22 00:42:52,2018-03-09 12:00:00,5.0
11714,13,12,11714,niteroi,RJ,sports,142.14,54.51,credit card,2018-05-29 16:28:45,2018-06-19 18:24:45,2018-07-04 12:00:00,5.0
11715,6,7,11715,sao paulo,SP,technology,314.8,10.54,other,2018-05-25 12:51:58,2018-06-04 18:04:13,2018-06-19 12:00:00,3.0
11716,1,7,11716,sao paulo,SP,technology,509.99,55.54,credit card,2017-03-20 21:02:55,2017-04-05 10:42:49,2017-04-10 12:00:00,5.0
11717,2,1,11717,sao paulo,SP,health,128.99,9.84,credit card,2017-05-31 11:11:55,2017-06-01 08:34:36,2017-06-27 12:00:00,5.0
11718,6,15,11718,sao paulo,SP,fashion,77.89,43.69,credit card,2017-09-15 12:14:09,2017-09-21 19:37:58,2017-10-03 12:00:00,1.0
11719,8,20,11719,rio de janeiro,RJ,technology,142.14,56.91,credit card,2017-11-24 10:38:40,2018-01-08 18:59:14,2017-12-18 12:00:00,1.0
11720,2,10,11720,sao paulo,SP,technology,802.14,29.66,credit card,2017-12-12 08:11:55,2017-12-27 11:09:03,2018-01-05 12:00:00,5.0
11721,8,7,11721,sao paulo,SP,technology,820.05,30.66,credit card,2017-11-21 13:59:25,2017-12-04 13:28:00,2017-12-07 12:00:00,4.5
11722,1,7,11722,sao paulo,SP,technology,1399.5,104.98,credit card,2018-06-15 22:50:54,2018-06-19 18:28:29,2018-06-28 12:00:00,4.5
11723,3,9,11723,sao paulo,SP,technology,1099.0,10.46,credit card,2017-03-02 12:13:18,2017-03-21 18:35:51,2017-03-30 12:00:00,4.5
11724,14,3,11724,unknown,SP,fashion,29.6,24.29,credit card,2018-03-05 18:13:14,2018-03-13 19:11:56,2018-03-21 12:00:00,1.0
11725,12,1,11725,santa maria,RS,toys,142.14,101.29,credit card,2018-01-26 20:14:13,2018-02-15 19:08:52,2018-03-02 12:00:00,3.5
11726,6,13,11726,unknown,SP,sports,96.8,34.03,credit card,2018-05-16 17:52:45,2018-06-04 23:04:19,2018-06-01 12:00:00,1.5
11727,6,2,11727,unknown,SP,technology,167.0,67.11,credit card,2017-06-13 21:56:02,2017-06-19 15:28:00,2017-07-04 12:00:00,2.0
11728,9,13,11728,sao paulo,SP,toys,175.91,12.46,other,2017-11-04 13:33:13,2017-12-21 14:12:08,2017-11-29 12:00:00,1.0
11729,2,21,11729,unknown,RJ,technology,548.35,6.87,credit card,2018-03-16 08:46:26,2018-03-21 23:12:19,2018-04-09 12:00:00,4.5
11730,6,5,11730,unknown,MG,health,315.0,37.93,credit card,2017-03-23 15:51:15,2017-04-05 14:54:42,2017-04-20 12:00:00,3.5
11731,6,23,11731,unknown,MG,fashion,404.88,40.75,credit card,2018-02-20 08:54:06,2018-03-09 22:43:37,2018-03-23 12:00:00,2.0
11732,6,10,11732,unknown,SP,technology,262.5,30.66,credit card,2018-02-26 18:18:57,2018-03-08 00:48:30,2018-03-26 12:00:00,4.5
11733,4,22,11733,unknown,SP,technology,509.99,56.8,credit card,2018-08-12 12:16:53,2018-08-17 15:57:30,2018-08-23 12:00:00,3.5
11734,1,7,11734,belo horizonte,MG,health,548.35,47.55,credit card,2018-01-08 12:27:38,2018-01-18 21:19:48,2018-02-08 12:00:00,3.5
11735,8,1,11735,sao paulo,SP,toys,224.0,29.34,credit card,2017-12-13 22:43:16,2017-12-21 22:38:40,2018-01-22 12:00:00,3.5
11736,7,5,11736,sao paulo,SP,fashion,40.6,50.28,other,2018-03-19 10:33:18,2018-03-28 13:59:10,2018-04-05 12:00:00,1.0
11737,12,8,11737,niteroi,RJ,health,38.2,21.09,credit card,2018-02-10 16:41:02,2018-02-25 12:59:04,2018-03-08 12:00:00,4.0
11738,0,20,11738,rio de janeiro,RJ,sports,564.99,9.98,credit card,2018-07-08 23:47:13,2018-07-13 02:11:51,2018-08-02 12:00:00,5.0
11739,9,11,11739,unknown,SP,toys,36.5,29.65,credit card,2018-02-12 14:14:43,2018-02-16 10:22:35,2018-03-01 12:00:00,2.5
11740,7,7,11740,porto alegre,RS,fashion,184.9,35.47,credit card,2017-04-18 10:09:00,2017-05-02 13:41:23,2017-05-22 12:00:00,5.0
11741,0,7,11741,maringa,PR,fashion,138.5,8.99,credit card,2018-07-30 13:35:11,2018-08-07 12:25:32,2018-08-10 12:00:00,4.5
11742,4,1,11742,unknown,SP,sports,153.75,55.54,credit card,2017-04-22 19:42:02,2017-05-02 12:59:37,2017-05-11 12:00:00,2.5
11743,13,5,11743,curitiba,PR,toys,215.94,61.32,other,2017-01-05 13:29:03,2017-01-16 16:05:21,2017-02-01 12:00:00,2.0
11744,3,21,11744,sao paulo,SP,fashion,19.3,83.1,other,2017-04-01 06:25:30,2017-05-07 14:37:56,2017-04-26 12:00:00,1.0
11745,11,15,11745,rio de janeiro,RJ,fashion,128.99,45.96,credit card,2018-07-18 22:04:06,2018-07-24 21:22:31,2018-08-16 12:00:00,4.0
11746,9,6,11746,unknown,SP,sports,849.5,71.02,credit card,2017-11-08 21:35:07,2017-11-23 01:58:48,2017-11-28 12:00:00,4.0
11747,6,21,11747,unknown,RS,technology,692.0,163.52,credit card,2017-09-04 11:49:09,2017-09-15 20:14:52,2017-10-10 12:00:00,3.5
11748,6,0,11748,sao paulo,SP,sports,125.46,1.8,credit card,2017-11-27 18:09:51,2017-12-20 22:33:04,2017-12-18 12:00:00,2.5
11749,6,5,11749,unknown,RS,technology,243.0,17.44,other,2017-09-21 16:31:52,2017-10-06 21:34:34,2017-10-27 12:00:00,3.0
11750,6,16,11750,curitiba,PR,technology,48.99,44.26,credit card,2018-06-11 15:04:13,2018-06-18 23:07:35,2018-07-03 12:00:00,1.0
11751,7,22,11751,santo andre,SP,health,120.0,12.23,other,2018-08-23 11:45:59,2018-08-30 22:31:35,2018-09-06 12:00:00,2.5
11752,1,17,11752,curitiba,PR,fashion,52.9,24.11,credit card,2017-11-21 12:08:32,2017-11-28 20:33:38,2017-12-14 12:00:00,2.5
11753,1,9,11753,rio de janeiro,RJ,technology,97.79,20.9,other,2017-11-10 00:50:51,2017-11-22 11:41:26,2017-12-04 12:00:00,5.0
11754,0,10,11754,unknown,SP,sports,719.9,55.54,credit card,2017-04-09 00:16:39,2017-04-12 08:51:30,2017-05-02 12:00:00,4.5
11755,10,10,11755,belo horizonte,MG,fashion,87.0,44.26,credit card,2017-07-29 10:19:06,2017-08-08 15:25:14,2017-08-22 12:00:00,2.5
11756,0,23,11756,unknown,MG,fashion,47.5,55.27,credit card,2018-08-06 15:30:10,2018-08-15 23:56:39,2018-08-20 12:00:00,1.0
11757,5,3,11757,rio de janeiro,RJ,technology,137.88,51.45,other,2017-12-08 23:57:02,2018-01-24 01:15:11,2018-01-03 12:00:00,1.0
11758,0,8,11758,unknown,RJ,technology,347.9,37.85,credit card,2017-11-12 19:59:03,2017-12-04 20:27:29,2017-12-06 12:00:00,4.5
11759,11,14,11759,unknown,MG,fashion,265.9,38.66,credit card,2017-07-02 23:23:50,2017-08-17 18:12:45,2017-07-25 12:00:00,1.0
11760,12,3,11760,porto alegre,RS,toys,19.3,80.11,credit card,2017-09-29 09:48:18,2017-10-09 22:38:17,2017-10-30 12:00:00,1.0
11761,13,24,11761,sao paulo,SP,toys,820.0,32.34,credit card,2017-08-02 18:24:47,2017-08-07 18:30:01,2017-08-15 12:00:00,4.5
11762,1,1,11762,porto alegre,RS,health,809.1,100.14,credit card,2017-10-13 16:10:18,2017-10-26 17:45:31,2017-11-03 12:00:00,5.0
11763,1,17,11763,unknown,MG,health,31.99,25.87,credit card,2017-05-11 16:50:48,2017-05-17 09:32:28,2017-06-01 12:00:00,2.0
11764,4,7,11764,unknown,SP,technology,178.9,14.83,other,2018-01-19 00:21:43,2018-01-31 00:23:01,2018-02-09 12:00:00,3.5
11765,4,5,11765,sao paulo,SP,fashion,56.89,18.4,credit card,2018-05-17 10:31:55,2018-05-22 20:07:29,2018-05-25 12:00:00,2.0
11766,0,13,11766,sao paulo,SP,technology,529.9,34.33,credit card,2018-08-11 10:12:59,2018-08-15 17:39:02,2018-08-21 12:00:00,4.5
11767,8,17,11767,ponta grossa,PR,health,123.62,6.87,credit card,2018-03-30 00:06:55,2018-04-06 23:26:42,2018-04-24 12:00:00,3.0
11768,10,3,11768,sao paulo,SP,fashion,56.89,29.56,credit card,2017-04-13 22:40:08,2017-04-28 09:16:15,2017-05-16 12:00:00,3.5
11769,1,5,11769,unknown,RJ,fashion,692.0,19.96,credit card,2018-03-12 00:06:54,2018-04-24 17:48:49,2018-04-02 12:00:00,1.0
11770,9,12,11770,rio de janeiro,RJ,technology,8.09,6.52,credit card,2017-02-13 21:39:10,2017-03-01 15:14:20,2017-03-20 12:00:00,4.5
11771,13,3,11771,sao paulo,SP,toys,394.65,19.65,other,2018-07-26 16:37:10,2018-08-02 19:11:45,2018-08-14 12:00:00,2.0
11772,8,7,11772,unknown,SP,toys,23.1,59.62,credit card,2017-04-21 13:18:31,2017-05-09 10:27:56,2017-05-16 12:00:00,1.5
11773,8,5,11773,unknown,RJ,technology,95.03,77.8,credit card,2017-07-31 13:45:13,2017-08-09 18:53:53,2017-08-22 12:00:00,3.0
11774,12,5,11774,unknown,SP,toys,75.25,86.23,other,2018-06-23 20:30:49,2018-06-27 14:46:47,2018-07-05 12:00:00,1.0
11775,10,5,11775,duque de caxias,RJ,fashion,13.3,18.9,credit card,2016-10-06 16:17:56,2016-11-10 15:14:34,2016-12-06 12:00:00,1.0
11776,11,8,11776,campinas,SP,fashion,37.84,42.05,credit card,2018-08-28 11:16:37,2018-08-29 22:03:15,2018-09-06 12:00:00,1.5
11777,8,4,11777,rio de janeiro,RJ,health,509.99,6.31,credit card,2018-07-08 12:01:00,2018-07-12 17:03:16,2018-08-08 12:00:00,5.0
11778,4,5,11778,unknown,SP,technology,349.8,5.01,credit card,2018-01-03 19:12:28,2018-01-16 02:33:43,2018-02-01 12:00:00,4.5
11779,1,3,11779,unknown,MG,toys,127.77,38.66,credit card,2017-08-19 22:41:09,2017-09-11 17:13:54,2017-09-13 12:00:00,2.5
11780,6,14,11780,unknown,SP,fashion,34.68,67.11,credit card,2017-07-18 18:15:12,2017-07-24 21:57:29,2017-08-07 12:00:00,1.0
11781,3,21,11781,sao paulo,SP,fashion,222.98,23.11,credit card,2017-10-05 05:23:47,2017-10-09 18:32:38,2017-10-30 12:00:00,4.5
11782,1,17,11782,campinas,SP,technology,966.9,36.57,credit card,2017-06-06 17:45:39,2017-06-16 15:26:30,2017-07-03 12:00:00,4.0
11783,6,5,11783,sao bernardo do campo,SP,fashion,38.94,60.79,credit card,2017-09-21 01:28:53,2017-09-25 20:37:14,2017-10-10 12:00:00,1.5
11784,3,0,11784,sao paulo,SP,toys,475.0,11.09,credit card,2018-07-31 16:34:54,2018-08-07 17:48:28,2018-08-14 12:00:00,4.0
11785,6,5,11785,sao paulo,SP,fashion,16.89,16.23,credit card,2018-08-06 21:40:05,2018-08-10 16:07:24,2018-08-13 12:00:00,2.5
11786,17,20,11786,unknown,SP,toys,749.0,96.61,credit card,2018-01-03 22:13:05,2018-01-26 13:37:46,2018-01-26 12:00:00,3.0
11787,12,17,11787,sao paulo,SP,sports,174.42,7.52,credit card,2018-08-24 14:48:28,2018-08-28 22:38:36,2018-08-30 12:00:00,3.0
11788,13,0,11788,cascavel,PR,technology,115.32,66.44,credit card,2017-10-11 00:58:33,2017-10-18 20:15:31,2017-11-07 12:00:00,1.5
11789,8,1,11789,unknown,PR,health,223.51,27.2,credit card,2017-05-19 18:43:08,2017-05-30 10:03:57,2017-06-13 12:00:00,4.5
11790,3,12,11790,unknown,MG,technology,509.99,17.44,other,2018-02-09 08:30:37,2018-02-27 21:15:22,2018-03-08 12:00:00,1.0
11791,12,22,11791,unknown,MG,toys,56.89,29.56,credit card,2017-01-31 16:13:48,2017-02-10 17:56:13,2017-03-09 12:00:00,1.0
11792,1,9,11792,pelotas,RS,sports,188.8,17.3,credit card,2018-02-14 13:06:04,2018-02-24 17:36:37,2018-03-09 12:00:00,5.0
11793,7,6,11793,contagem,MG,fashion,45.83,47.55,other,2017-08-28 17:16:31,2017-09-05 22:22:42,2017-09-18 12:00:00,1.0
11794,10,1,11794,santo andre,SP,fashion,509.99,33.9,other,2017-10-29 23:40:09,2017-11-01 13:04:39,2017-11-10 12:00:00,3.5
11795,6,8,11795,rio de janeiro,RJ,sports,159.91,82.63,credit card,2017-04-19 17:26:36,2017-05-16 08:17:32,2017-05-18 12:00:00,5.0
11796,9,17,11796,unknown,SP,health,213.0,32.62,credit card,2017-04-13 09:46:34,2017-04-20 09:23:25,2017-05-05 12:00:00,4.5
11797,16,10,11797,sao paulo,SP,sports,133.05,17.47,credit card,2018-06-28 11:46:04,2018-07-04 01:59:00,2018-07-16 12:00:00,5.0
11798,0,21,11798,sao paulo,SP,fashion,4099.99,29.31,other,2018-03-21 20:35:30,2018-03-28 21:21:40,2018-04-03 12:00:00,2.0
11799,1,12,11799,sao paulo,SP,technology,125.46,7.29,credit card,2018-07-23 21:53:02,2018-07-26 18:29:28,2018-08-02 12:00:00,4.5
11800,12,16,11800,sao paulo,SP,health,181.56,32.34,credit card,2018-01-23 21:06:48,2018-01-30 13:08:33,2018-02-07 12:00:00,4.5
11801,13,19,11801,unknown,SP,health,2799.65,51.77,credit card,2018-08-13 21:56:59,2018-08-21 21:28:41,2018-08-20 12:00:00,1.0
11802,11,9,11802,sao paulo,SP,fashion,2899.0,32.34,credit card,2017-06-05 07:17:58,2017-06-08 13:47:35,2017-06-19 12:00:00,4.5
11803,4,6,11803,unknown,SP,sports,231.27,44.25,credit card,2018-01-19 23:45:41,2018-02-01 14:48:36,2018-02-20 12:00:00,3.5
11804,12,7,11804,unknown,SP,toys,778.0,29.17,credit card,2018-03-05 19:36:50,2018-03-20 21:08:36,2018-03-29 12:00:00,2.5
11805,4,5,11805,sao paulo,SP,health,266.78,56.41,credit card,2017-03-12 16:26:06,2017-03-28 14:38:50,2017-04-06 12:00:00,3.5
11806,0,16,11806,rio de janeiro,RJ,technology,138.55,39.75,other,2017-07-18 11:11:07,2017-07-22 12:11:59,2017-07-31 12:00:00,4.0
11807,3,7,11807,unknown,SP,toys,399.2,17.38,credit card,2018-02-23 11:04:11,2018-03-03 14:04:16,2018-03-16 12:00:00,3.0
11808,9,5,11808,sao paulo,SP,health,2899.0,53.01,credit card,2017-10-25 23:38:10,2017-10-27 19:45:54,2017-11-13 12:00:00,3.0
11809,15,2,11809,unknown,PR,sports,28.82,15.1,credit card,2018-03-17 23:19:45,2018-04-02 23:27:00,2018-04-09 12:00:00,1.0
11810,6,12,11810,rio de janeiro,RJ,sports,2899.0,12.28,credit card,2018-03-13 19:10:37,2018-04-23 19:20:55,2018-04-13 12:00:00,1.5
11811,4,12,11811,unknown,RJ,technology,139.96,6.87,credit card,2018-05-18 13:05:34,2018-06-05 17:04:10,2018-06-13 12:00:00,4.5
11812,0,10,11812,sao paulo,SP,fashion,66.89,161.82,credit card,2018-01-08 02:37:14,2018-01-12 22:30:01,2018-01-31 12:00:00,1.0
11813,13,10,11813,unknown,SP,sports,518.18,38.63,credit card,2018-04-07 09:53:48,2018-04-11 17:47:23,2018-04-25 12:00:00,3.0
11814,4,10,11814,unknown,SP,technology,56.89,7.54,credit card,2018-04-06 21:03:28,2018-04-10 18:28:30,2018-04-26 12:00:00,3.0
11815,0,5,11815,unknown,SP,technology,142.2,34.33,credit card,2018-04-01 18:58:56,2018-04-05 13:02:32,2018-04-12 12:00:00,2.5
11816,0,21,11816,unknown,SP,health,55.55,9.98,credit card,2018-07-30 13:55:11,2018-08-02 19:47:49,2018-08-09 12:00:00,2.5
11817,0,5,11817,juiz de fora,MG,sports,145.5,26.04,credit card,2018-04-30 16:57:43,2018-05-10 21:16:51,2018-05-22 12:00:00,3.5
11818,7,3,11818,campinas,SP,fashion,136.97,54.17,credit card,2018-02-15 14:38:20,2018-02-27 16:51:10,2018-03-07 12:00:00,3.5
11819,0,5,11819,sao paulo,SP,technology,640.0,29.21,credit card,2018-01-23 19:39:20,2018-01-29 19:37:58,2018-02-19 12:00:00,3.5
11820,11,5,11820,sao paulo,SP,fashion,475.0,22.0,other,2018-03-09 14:31:38,2018-03-19 20:02:28,2018-04-12 12:00:00,2.0
11821,6,11,11821,cascavel,PR,technology,849.5,21.41,credit card,2017-06-16 17:36:24,2017-06-28 14:47:40,2017-07-06 12:00:00,4.5
11822,2,7,11822,porto alegre,RS,technology,142.2,12.28,credit card,2018-04-03 13:46:23,2018-04-14 20:18:29,2018-04-26 12:00:00,5.0
11823,15,10,11823,unknown,SP,sports,820.05,9.26,credit card,2018-08-04 15:27:34,2018-08-10 20:48:35,2018-08-14 12:00:00,2.0
11824,14,0,11824,unknown,MG,fashion,509.99,17.44,credit card,2017-12-28 20:51:34,2018-01-11 20:10:22,2018-01-24 12:00:00,2.0
11825,1,12,11825,unknown,PR,toys,749.99,43.43,credit card,2018-07-05 01:16:37,2018-07-13 18:46:26,2018-08-01 12:00:00,3.5
11826,15,3,11826,unknown,SP,sports,161.0,34.33,other,2018-03-16 18:47:20,2018-03-21 20:46:40,2018-03-28 12:00:00,1.0
11827,2,8,11827,unknown,SP,technology,188.8,29.17,credit card,2018-03-18 15:54:18,2018-03-26 17:49:08,2018-04-05 12:00:00,3.0
11828,8,8,11828,rio de janeiro,RJ,health,509.99,39.68,credit card,2017-03-23 14:28:37,2017-04-04 13:57:18,2017-05-03 12:00:00,5.0
11829,1,12,11829,rio de janeiro,RJ,health,193.25,69.93,credit card,2018-06-01 12:39:45,2018-06-15 00:21:37,2018-07-24 12:00:00,5.0
11830,6,3,11830,unknown,RJ,health,257.6,47.55,credit card,2018-02-17 20:58:48,2018-03-21 15:47:55,2018-03-14 12:00:00,3.5
11831,6,9,11831,unknown,SP,fashion,170.7,32.34,other,2017-05-24 20:08:23,2017-05-26 15:31:55,2017-06-13 12:00:00,2.0
11832,4,13,11832,curitiba,PR,fashion,459.0,96.55,credit card,2017-11-16 19:12:57,2017-12-06 21:35:48,2017-12-12 12:00:00,2.5
11833,13,13,11833,curitiba,PR,technology,224.9,30.96,credit card,2017-11-03 16:43:28,2017-11-08 21:34:59,2017-11-24 12:00:00,3.0
11834,1,8,11834,unknown,MG,health,2498.0,17.51,credit card,2017-05-05 13:48:37,2017-05-10 09:03:40,2017-05-26 12:00:00,4.0
11835,15,10,11835,porto alegre,RS,sports,299.99,21.42,credit card,2017-08-08 19:38:41,2017-08-18 12:46:35,2017-09-05 12:00:00,5.0
11836,0,7,11836,unknown,SP,fashion,95.03,12.58,credit card,2017-07-14 16:29:06,2017-07-28 11:46:37,2017-08-03 12:00:00,4.5
11837,4,0,11837,unknown,SP,fashion,2899.0,32.34,credit card,2017-08-25 00:47:34,2017-08-28 20:37:41,2017-09-08 12:00:00,2.0
11838,1,3,11838,pelotas,RS,health,620.1,50.62,other,2017-10-14 23:02:25,2017-11-06 17:48:49,2017-11-13 12:00:00,5.0
11839,4,17,11839,sao paulo,SP,sports,29.95,19.08,credit card,2018-04-10 19:17:15,2018-04-16 17:40:54,2018-04-26 12:00:00,2.5
11840,3,10,11840,sao paulo,SP,fashion,83.36,34.33,other,2018-07-26 14:26:07,2018-07-30 20:58:41,2018-08-07 12:00:00,1.0
